MEAN_DEMAND,LEAD_MODE,DISRUPT_DAYS,Method,Run,fill_rate,cost,lost_demand,bullwhip
20,3,90,DQN_1200,25,83.99014778325123,123791.0,1170,18.1710663547198
20,3,90,DQN_1200,26,83.72801551031714,122451.0,1175,17.88377019127837
20,3,90,DQN_1200,27,84.35094239447837,120669.0,1179,17.873851657956553
20,3,90,DQN_1200,28,84.32313811548484,122983.0,1143,17.720278121648533
20,3,90,DQN_1200,29,86.46782656724662,122346.0,980,17.71535322576662
20,7,60,DQN_1200,0,92.12924606462305,127480.0,570,16.377054647711656
20,7,60,DQN_1200,1,92.4231987877118,129759.5,550,16.24815765354789
20,7,60,DQN_1200,2,91.98525395958492,127700.0,587,15.950994571188836
20,7,60,DQN_1200,3,91.82561307901908,128408.5,600,16.269855574430753
20,7,60,DQN_1200,4,92.59901320176024,128653.0,555,15.975680523036926
20,7,60,DQN_1200,5,92.85615010423903,127385.0,514,16.099941198234283
20,7,60,DQN_1200,6,91.4960846270092,127890.0,619,16.230535638366202
20,7,60,DQN_1200,7,91.2199124726477,128344.5,642,16.369146542468382
20,7,60,DQN_1200,8,91.96538936959207,128927.0,585,16.018437959525382
20,7,60,DQN_1200,9,92.17970049916804,128039.5,564,16.437956616148888
20,7,60,DQN_1200,10,93.029930299303,129360.0,510,16.523580448182148
20,7,60,DQN_1200,11,92.41331484049932,127573.5,547,16.395034238527593
20,7,60,DQN_1200,12,92.5774321189794,128783.5,544,16.14608902040699
20,7,60,DQN_1200,13,92.12848083815824,128314.5,571,16.018145087362093
20,7,60,DQN_1200,14,92.67139479905435,128681.5,527,15.811210277077812
20,7,60,DQN_1200,15,91.27842484747644,128044.0,629,16.438184930614998
20,7,60,DQN_1200,16,92.19983664579362,128762.5,573,16.20814832294385
20,7,60,DQN_1200,17,93.39661576557988,128108.0,480,16.075504432123804
20,7,60,DQN_1200,18,91.74274424308489,128857.5,606,16.209711231999403
20,7,60,DQN_1200,19,91.44070117775952,128667.0,625,16.292849160250608
20,7,60,DQN_1200,20,91.67700151577787,128820.5,604,16.3544089372559
20,7,60,DQN_1200,21,92.29083938107628,128840.0,563,16.313855009332656
20,7,60,DQN_1200,22,93.65982241953384,128289.0,457,16.18544019745642
20,7,60,DQN_1200,23,91.81543531996704,126750.5,596,15.909117472859604
20,7,60,DQN_1200,24,92.17523074803692,128575.5,568,16.207395757423697
20,7,60,DQN_1200,25,91.68481219379424,128855.5,611,16.392802177178748
20,7,60,DQN_1200,26,93.40689655172416,127727.0,478,15.975328135161536
20,7,60,DQN_1200,27,92.60684895142025,126796.0,557,16.323974197742317
20,7,60,DQN_1200,28,93.83814870601122,127713.5,450,15.996750936766285
20,7,60,DQN_1200,29,92.91514981797816,128654.5,506,16.03453769053371
20,7,90,DQN_1200,0,83.31028761061947,128388.0,1207,9.174708028311658
20,7,90,DQN_1200,1,83.77597357919362,130023.5,1179,8.660741559534227
20,7,90,DQN_1200,2,84.45113605255953,128877.0,1136,8.685190783044838
20,7,90,DQN_1200,3,83.34911402678209,128507.0,1231,8.926420940389775
20,7,90,DQN_1200,4,83.69968220338984,129174.5,1231,8.810572982756632
20,7,90,DQN_1200,5,84.37586877953851,127294.0,1124,8.882798522371264
20,7,90,DQN_1200,6,82.8987098545155,128107.0,1246,9.3087206412848
20,7,90,DQN_1200,7,84.12763626403725,128772.5,1159,8.535906520771928
20,7,90,DQN_1200,8,84.36857260386672,128776.5,1140,8.656515459390555
20,7,90,DQN_1200,9,84.34770553167891,128240.5,1129,8.834501363215049
20,7,90,DQN_1200,10,84.33949349760438,129003.5,1144,8.706231173691945
20,7,90,DQN_1200,11,84.02104680144005,128836.5,1154,8.805353290773883
20,7,90,DQN_1200,12,84.83561643835617,128961.0,1107,8.909587356147373
20,7,90,DQN_1200,13,84.12411298177264,127984.5,1141,8.884065954570389
20,7,90,DQN_1200,14,84.2512077294686,129226.5,1141,9.08901786909524
20,7,90,DQN_1200,15,83.06753570933296,128292.0,1221,8.877726984120356
20,7,90,DQN_1200,16,84.49823225455533,128636.0,1140,8.881108331408885
20,7,90,DQN_1200,17,85.56843267108167,128686.0,1046,8.8212158318517
20,7,90,DQN_1200,18,83.64754098360656,128929.5,1197,8.859424227091676
20,7,90,DQN_1200,19,83.8000273186723,129467.0,1186,8.802688990214012
20,7,90,DQN_1200,20,83.58291735995563,129081.5,1184,8.694908059246744
20,7,90,DQN_1200,21,83.72061235647895,129150.5,1191,8.870008461281694
20,7,90,DQN_1200,22,84.70490440565254,128244.5,1104,8.87751560715193
20,7,90,DQN_1200,23,84.27845667993958,127418.0,1145,9.022188615215237
20,7,90,DQN_1200,24,84.2573294428234,128317.0,1133,9.174708028311656
20,7,90,DQN_1200,25,83.38806787082649,129409.0,1214,8.721843688568882
20,7,90,DQN_1200,26,83.70031851544107,128584.5,1177,9.042444897282914
20,7,90,DQN_1200,27,84.21821077780727,127186.0,1189,9.065140298114938
20,7,90,DQN_1200,28,84.5837333699081,128567.0,1124,8.821003100711307
20,7,90,DQN_1200,29,86.03976801988401,128053.0,1011,8.423488057820016
20,14,60,DQN_1200,0,92.17067108533554,130867.0,567,8.200892902518227
20,14,60,DQN_1200,1,91.8721586995454,132565.5,590,8.412899691306675
20,14,60,DQN_1200,2,92.01256144183506,130765.0,585,8.051602200315077
20,14,60,DQN_1200,3,92.7384196185286,130668.5,533,8.600732686214938
20,14,60,DQN_1200,4,92.25230030670755,131278.0,581,8.336491551411285
20,14,60,DQN_1200,5,92.98123697011816,130863.0,505,8.59287454598474
20,14,60,DQN_1200,6,91.41365572193982,131051.5,625,8.469587286338145
20,14,60,DQN_1200,7,91.57549234135668,131603.0,616,8.261534695585631
20,14,60,DQN_1200,8,92.41862381540996,131778.0,552,7.904002753248681
20,14,60,DQN_1200,9,92.12423738214088,130210.5,568,8.61925820095308
20,14,60,DQN_1200,10,93.439934399344,131359.0,480,8.209126273560871
20,14,60,DQN_1200,11,92.98196948682386,131134.5,506,8.038189948884273
20,14,60,DQN_1200,12,92.83667621776505,130386.5,525,8.352795188726656
